,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34
0,0.0,0.20533966,0.10641756,0.044987034,0.4718537,0.514839,0.63415986,0.0,0.0,0.540853,0.17822404,0.5737356,0.447183,0.0,0.0,0.0,0.5817089,0.15894857,0.0,0.0,0.71862626,0.0,0.8249433,0.57838535,0.80569273,0.0,0.0,0.63900435,0.0,0.3696831,0.0,0.25655773,1.0,4
1,0.0,2.0530443,1.8130623,0.0,0.0,2.289386,0.0,0.0,2.1463578,0.0,1.6821402,0.0,0.0,1.4008154,0.0,1.2972275,0.0,1.5095315,0.0,0.0,0.0,1.5560677,0.0,0.0,0.0,1.3081326,1.6327581,0.0,1.8101245,0.0,0.0,2.133042,1.0,3
2,0.0,1.2493137,1.0044457,0.0,0.33111545,1.5614142,0.26133403,0.0,1.3462806,0.36665195,1.0519955,0.23732096,0.07918312,0.7545461,0.0,0.6446323,0.32909504,0.9432966,0.0,0.0,0.3233459,0.75266886,0.53435445,0.13855343,0.5012747,0.5947593,0.8348066,0.33958703,1.0386974,0.23934709,0.0,1.3346946,1.0,2
3,0.0,1.2023085,0.62946165,0.0,0.7750535,1.7913234,0.85836846,0.0,1.0149615,0.6027312,1.0980253,0.57147056,0.6106766,0.31139526,0.0,0.62454075,0.86475205,1.0332581,0.0,0.0,0.5432101,0.39282468,0.91511726,0.6233734,0.8495555,0.108063795,0.51032406,0.6253755,0.93444085,0.3491723,0.0,1.1261065,1.0,2
4,0.0,0.038958862,0.29555723,0.064314835,0.5791669,0.60329956,0.59089905,0.0,0.18713625,0.71406555,0.3063544,0.4928603,0.27948985,0.03040013,0.0,0.015301263,0.596776,0.32177967,0.0,0.0,0.65683615,0.0068084374,0.87484026,0.5096293,0.9213376,0.0,0.118414864,0.67218673,0.06069843,0.60411304,0.0,0.088377684,1.0,0
5,0.0,0.0,0.0,0.22878805,0.6303218,0.23009083,0.8063488,0.0,0.0,0.85504204,0.07946542,0.7759241,0.5550168,0.0,0.0,0.0,0.76661664,0.091897145,0.0,0.0,0.88131404,0.0,1.0139426,0.71264184,1.052529,0.0,0.0,0.77491575,0.0,0.7067853,0.0,0.0,1.0,4
6,0.0,0.94907165,0.6758996,0.0,0.4355166,1.2892267,0.28962463,0.0,0.89402753,0.3536223,0.9033693,0.18245587,0.10492526,0.40773293,0.0,0.48186576,0.4475538,0.781935,0.0,0.0,0.36870846,0.45181534,0.6157689,0.25249717,0.4696063,0.31594223,0.61594623,0.34307328,0.8244724,0.2474308,0.0,0.9310332,1.0,2
7,0.0,0.9593553,0.7461743,0.0,0.20068276,1.2377703,0.010507096,0.0,0.76187956,0.20455545,0.79155266,0.033536986,0.011023335,0.46132696,0.0,0.40269744,0.11605644,0.6568686,0.0,0.0,0.22371891,0.5099387,0.30015892,0.10890116,0.2822962,0.39593494,0.4974979,0.076642424,0.8068472,0.19301775,0.0,1.0409029,1.0,2
8,0.0,0.80505514,0.5723746,0.0,0.15493542,1.0103011,0.0,0.0,0.5494422,0.16202024,0.6339773,0.06786602,0.0,0.32686204,0.0,0.3052873,0.15598163,0.5173112,0.0,0.0,0.20080312,0.44881132,0.33695132,0.18223101,0.20673649,0.33907244,0.43667382,0.053754047,0.70355904,0.1587756,0.0,0.8577211,1.0,2
