,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34
0,6.3020906,10.973932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.872967,0.0,0.0,13.988268,6.86648,15.004517,5.5030746,11.82567,0.0,0.0,0.0,7.1129355,11.941232,0.0,0.0,0.0,13.074684,0.0,0.0,3.8673177,10.210147,1.8743943,1.0,2
1,7.1846933,9.351296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.736984,0.0,0.0,15.615581,7.8305726,16.542099,5.219291,8.785775,0.0,0.0,0.0,8.046104,14.107288,0.0,0.0,0.0,11.843362,0.0,0.0,1.8845073,14.115866,2.1848207,1.0,2
2,6.4743233,8.482482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.727036,0.0,0.0,13.57387,6.3047934,15.044339,5.132306,7.914282,0.0,0.0,0.0,7.229649,13.682348,0.0,0.0,0.0,10.443231,0.0,0.0,2.1308436,12.512439,1.7110585,1.0,1
3,6.7636466,10.194229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.55553,0.0,0.0,14.60227,8.183346,16.91818,4.2673903,8.371534,0.0,0.0,0.0,6.9802003,13.918229,0.0,0.0,0.0,11.950396,0.0,0.0,1.8047845,14.125678,2.4146767,1.0,2
4,5.322025,12.426085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.189312,0.0,0.0,18.824577,11.576924,19.042011,4.9079304,13.198826,0.0,0.0,0.0,8.298507,12.801017,0.25183827,0.0,0.0,17.2061,0.0,0.0,2.762166,15.346596,1.8497462,1.0,0
5,6.002581,10.415339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.325882,0.0,0.0,12.612505,6.0800376,13.778142,4.1267066,10.556587,0.0,0.0,0.0,6.314809,11.846501,0.0,0.0,0.0,12.036193,0.0,0.0,4.203467,9.131084,2.5417416,1.0,4
6,5.498487,12.006998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.253506,0.0,0.0,16.651527,8.835802,16.272509,5.5419493,13.607166,0.0,0.0,0.0,8.134281,11.659017,0.0,0.0,0.0,15.490591,0.0,0.0,4.5058823,11.128493,2.2318318,1.0,0
7,6.402932,10.172223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.312904,0.0,0.0,15.606652,8.555403,16.341438,4.8641405,9.419101,0.0,0.0,0.0,7.5529714,13.096655,0.0,0.0,0.0,12.752067,0.0,0.0,2.0649934,13.753228,2.180197,1.0,2
8,6.682493,9.930843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.50966,0.0,0.0,13.716535,5.258754,14.316843,6.179237,11.231051,0.0,0.0,0.0,8.043506,13.960758,0.0,0.0,0.0,12.492569,0.0,0.0,4.4106445,10.060834,1.4681689,1.0,2
